Workout Date,Tag,Workout Header,Workout Full Details,Comments
"Monday, July 22nd, 2024",Completed,Workout,"A Warm up:
Walk 1 min
Jog 1 min
10 wallball 6lbs
8 Wall ball 10lbs
6 Wall ball 14lbs
4 Wall ball 20lbs
X 5 sets
Results: Done w 10lb and 20lb kb for all. No wall ball but light toss.

B 30 mins amrap:
10 single leg rdl per leg hold dbs
10 front squats 95lbs
20 Db side raises seated
20 walking lunges plate oh 25lbs
10 ghd sit ups
Results: 6 rounds

Rdl - 20lb dbs
Side raise - 20lb db

Done on Tuesday morning.

C Cool down:
1 min bike 
1 min row 
20 bb hip thrust 
X 5
Results: No barbell in hotel gym. Did the rest.

D Barbell Hip Thrust:
For cool down
Results: 

",Jud Dean: Solid!!!!! Hope the trip is great
"Saturday, July 20th, 2024",Missed,Workout,"A Bike day!:
20,000 meter bike concept 2 day 

5 min damper 1 try to get rpm 90-105 range 
5 min damper 5 try to get rpm 70-80 range 
10 min damer 10 no rpm goal but done 30 sec standing 30 sec seated 
follow this pattern until you hit 20K meters for the workout
Results: 

B Side plank agitation:
5 sets of 
30 reps per side
rest as needed on these
Results: 

C Side Plank Crunch:
3 sets of 15 reps per side 
rest as needed on these
Results: 

",No comments
"Friday, July 19th, 2024",Completed,3 in 1,"A 21...15...9:
Squat clean 95
Ring dip
Results: 6:37

B 30-20-10:
Front squat-95
S2oh-95
Sit ups 

Have 2 barbells set up
Results: 9:47

C 2 rds:
20 burpee 2 touch
20 box jump overs 20 inch
20 cal bike
Results: Couldn’t do west up at Edge fitness up north. Did other stuff but not same.

","Todd Roselle: 6a at Edge fitness up north
Jud Dean: Have fun up state buddy! Good push on those burners keeping them under 10"
"Thursday, July 18th, 2024",Completed,Workout,"A 50 meter runs:
5 sets rest 90 seconds try to build the speed a little each set
Results: ✅

B Lateral Medicine Ball Slam:
6-12 reps x 5, rest 90 seconds (Speed Strength) 
stretch anything that feels tight
Results: 35lb ball

C Power Clean From Floor:
8 sets done on the min 3-5 reps try to work tng speed work here!
Results: 135/185x3/205x2/225x2
All 3 reps

D Dumbbell Bench Press:
tempo work 
3 sec down
1 sec hold at 90 degree
x plode up
1 sec squeeze at the top
rest 2 mins can be easy bike or full rest
x 5 sets
Results: 55lbs
15 eq time

E Plank; accumulate 3 minutes:
if you break stop the clock and build until a total of 3 mins
Results: Took 3/50 total

F Barbell side bends:
50 reps!
Results: ✅

","Todd Roselle: Garage 6:30a
Jud Dean: This is a nice way to hit lots of Strength styles speed and speed strength and some absolute strength good work buddy"
"Wednesday, July 17th, 2024",Completed,Rest day,,
"Tuesday, July 16th, 2024",Completed,engine focus,"A engine focus!:
5 min bike
4 min row
3 min ski
2 min step ups
1 min jump rope doubles
run 400 meters
walk back
x 45 mins! 
end with 20 min sauna!
Results: Bike - 54/51
Row - 67/67
Ski - 43/41
Step - 40/41
Rope - 95
Run ✅

","Todd Roselle: 7:30a in garage
Jud Dean: Trying to hit that heart health goal my man solid work"
"Monday, July 15th, 2024",Completed,Workout,"A Snatch COMPLEX:
2 SNATCH DEADLIFTS
2 PWR SNATCH
2 OHS 
DONE ON THE MIN X 5 SETS
THEN 5 MORE SETS DONE ON THE 90 SECONDS
TRY TO GO UP IN LOAD
Results: 95x1
115x4
135x2
155x3

B Snatch Grip Pendlay Row:
5 SETS OF 8-10 REPS
REST 1 MIN
Results: 115 for all. Sets of 8 reps

C Single Leg RDL cable:
5 SETS OF 8 PER SIDE
Results: Did it w blue band in garage instead of cable.

D DB WORK FINISHER:
15 CAL SKI 
15 DB BENCH PRESS
15 CAL SKI
REST EQUAL TO WORK
X 3 SETS
Results: 2:46
2:37
2:35

55lb db

E DB WORK FINISHER PART 2:
15 CAL ROW
20 ALT DB SNATCH 
15 CAL ROW
REST EQUAL TO WORK 
X 3 SETS
Results: 2:50
2:52
2:42

55lb db

","Todd Roselle: Garage at 6:30a
Jud Dean: 155 solid pal!!! Well done my man!!"
"Sunday, July 14th, 2024",Completed,Rest day,,
"Saturday, July 13th, 2024",Completed,higher volume day,"A Running at track if possibe:
8 rounds for time of:

200-meter sprint harder effort 

200-meter jog smooth pace 

200 meter walk easy recovery
Results: Tough, some on Saturday at the house.

",Jud Dean: Engine man!!!! Lean summer body
"Friday, July 12th, 2024",Missed,lifting day,"A Reverse Grip Bench Press:
5 sets of 5-8 reps
rest 1 min
Results: 

B Crossbody band pull - low to high:
20 reps per side
you can also use the machine if you like vs the band!
rest is other arm working 
x 3 sets
Results: 

C1 Incline Dumbbell Bench Press:
8-10 reps
Results: 

D Cable Lying Tricep Extension:
5 sets of 20 reps
rest 1 min
Results: 

E GHD sit up:
30 seconds work
60 sec rest
x 5 sets
Results: 

",No comments
"Thursday, July 11th, 2024",Completed,Workout,"A RDL Complex:
6 reps of each style
rdl 
rdl sumo
gorilla row
x 5 sets 
rest is 90 seconds hit hamstring mobility
Results: All w 35s

B1 Dumbbell Bear Complex:
5 reps
Results: Done w 40s

10:39 - done as an Amrap

C 5 rds of db work alll with 1 db!:
10-12 chest press single arm 5-6 per arm 
10-12 single arm hang clean and press 5-6 per arm
10-12 single arm snatch 5-6 per arm 
10-12 db reverse lunges 5-6 per leg holding 1 db
Results: Done w 55 lb db

","Todd Roselle: Garage Friday 6:20a
Jud Dean: Have an awesome weekend finally a break from the heat!!"
"Wednesday, July 10th, 2024",Completed,Rest day,,
"Tuesday, July 9th, 2024",Completed,engine focus,"A engine focus! * NOTE CALS REPS REST 30 SEC BEWTEEN PARTS:
5 min bike
4 min row
3 min ski
2 min step ups
1 min jump rope doubles
run 400 meters
walk back
x 45 mins! 
end with 20 min sauna!
Results: Did this on the appropriate day. Got to the run on round 2

",Jud Dean: It’s been a little hot for sure my man!!
"Monday, July 8th, 2024",Completed,back day,"A high row lat pull down plate loaded:
3 sets of triple drop
10 reps
decrease wt
10 reps 
decrease wt
10 reps
rest 3 mins
Results: All done in garage w pulley. Made it work

One arm, 65/55/45

B T bar wide grip T bar close grip:
drop set
10 reps
decrease wt
10 reps 
decrease wt
10 reps
rest 2 mins
x 2 sets
then go to close grip for 3 sets of 10 reps
rest 1 min
Results: 75/60/45

C close grip lat pull down:
5 sets of 8-12 reps 
2 sec hold at stretch 
1 sec hold at contraction
Results: 120/115/110

D rack deads:
5 sets of 5 reps all from a dead stop dont bounce
Results: 225

E run the rack bb curls:
start with lightest wt 5 reps at each wt til you have to cheat then cheat a set and stop
rest 3 mins 
2 sets
Results: Got to 35s. Did db in the garage.

",Jud Dean: Nice buddy!!! Home gym making it working getting it done!! Hope you had a great 4th
"Sunday, July 7th, 2024",Completed,Rest day,,
"Saturday, July 6th, 2024",Completed,legs and abs,"A leg extensions:
4 sets of alternate leg for 40 reps
rest 1 min
Results: ✅

B back step lunges bb.:
4 sets of 20
rest 1 min
Results: ✅

C hack squat.:
4 sets of 20
Results: ✅ 135

D leg extension:
2 sets of triple drops
15 to 20
decrease load
15-20
decrease load
15 to 20
rest 3 mins
Results: ✅

E hip adduction machine:
4 sets of 30 reps
rest 1 min
Results: Green band✅

F hanging leg lifts:
4 sets of 15 add wt if you can
Results: ✅

G barbell side bends:
100 reps
Results: ✅

",Jud Dean: Good simple effective day pal
"Friday, July 5th, 2024",Completed,Workout,"A1 Punter Kicks:
5 per leg
Results: 

B bb complex work:
1 halting clean dl
1 clean high pull
1 hang pwr clean 
1 jerk
rest 60-90 sec
x 8 sets building to a heavy
Results: 185/205x3/225x4

C 12 min amrap of:
20 kb swings
10 horn curls 
5 kb french press 
single arm kb farmer carry 20 yards out swtich arms 20 yard back
Results: 20kg kb

D Horn KB curl:

Results: 20kg kb

E KB French Press:

Results: 20kg kb

",Jud Dean: 225 nice man!! strong buddy!
"Thursday, July 4th, 2024",Missed,Workout,"A 1 k interval runs for 5k:
1000 meter run
rest 5 mins do mobility
1000 meter run
4 mins do moblity
1000 meter run
3 mins do mobilty
1000 meter run
2 mins do moblity
10000 meter run
done!
Results: 

B mobilty suggestions:
couch
scorprion stretch 
banded hand cuff
banded hamstring
first rib
roll out feet
Results: 

",No comments
"Wednesday, July 3rd, 2024",Completed,Rest day,,
"Tuesday, July 2nd, 2024",Completed,Workout,"A 50 meter runs:
5 sets rest 90 seconds try to build the speed a little each set
Results: ✅

B Lateral Medicine Ball Slam:
6-12 reps x 5, rest 90 seconds (Speed Strength) 
stretch anything that feels tight
Results: 35 lb slam ball

C Power Clean From Floor:
8 sets done on the min 3-5 reps try to work tng speed work here!
Results: 155/175x5/195

D Dumbbell Bench Press:
tempo work 
3 sec down
1 sec hold at 90 degree
x plode up
1 sec squeeze at the top
rest 2 mins can be easy bike or full rest
x 5 sets
Results: 55s

E Plank; accumulate 3 minutes:
if you break stop the clock and build until a total of 3 mins
Results: 2 breaks

F Barbell side bends:
50 reps!
Results: ✅

",Jud Dean: Awesome work here hitting different styles of strength!!!
"Monday, July 1st, 2024",Completed,Workout,"A Row step ups and chest press:
500 meter row odd sets 15 cal bike even sets 
20 step ups 10 per leg holding dbs odd sets box jump step down even sets
15 ghd db bench press so go back and hold the ghd flat body postion and do 15 db prss
x 40 mins
Results: Step ups w 55lb db at 20”
GHD bench press was hard. Only did 10lb dbs. Awkward. 

Almost got through 4 rounds (odd and even)

B 21 min hitt work:
3 min bike done at 30 sec easy 30 sec hard
2 min run
2 min walk recovery
x 3 sets
Results: ✅
Did the bike part on a road bike around the neighborhood.

","Todd Roselle: Garage at 7:15a
Jud Dean: Nice yes that iso hold is not going to be heavy on the press nice job!"
"Sunday, June 30th, 2024",Completed,Rest day,,
"Saturday, June 29th, 2024",Completed,gym workout,"A Single Arm Walking Lunges:
Walking Lunge 20 reps right side
20 reps left side
rest 2 mins
stretch quads x 4 sets
Results: 55lb db

B Rear Foot Elevated Romanian Deadlift:
Single-Leg Romanian Deadlift: 3 x 8 with 2-1-1-1 Tempo
rest 1 min
stretch hamstrings
Results: 15lb db

C ISSA Exercise Library Bulgarian Split Squat:
2 x 15 + bodyweight drop set to failure * so select a wt you can get 10-15 reps at then drop the wt and continue to failure
Results: 25lb dbs for 10
And then 10 w nothing. Ouch

D Hack Squat machine!:
Paused hack Squat: 2 x 8
tempo
2-2-x-1
so 2 down
2 hold in the hole
xplode up
1 sec hold at top
2 sets are working sets warm up as needed!
Results: 

E Hand Release Push-Up:
Push-Up: 1 x AMRAP
when you fail go to knee push ups to failure again!
Results: 47/12

F 3 Way Dumbbell Incline Bench Press:
4 sets of 8-12 reps
rest 1 min
strech chest and lats! 
But use the hammer strength machine with individual arm movment!
Results: 50 x8 reps
Dbs

G Seated Row machine!:
3 x 10 + drop set to failure
10 reps drop wt
do 8-10 reps
drop wt do 8-10 reps
Results: 

H Sled Push burners:
sled push 30 seconds out and back
rest 90 seconds walking
x 5 sets
Results: ✅

","Todd Roselle: Done in garage at 8:30a
Jud Dean: If you have a landmine you can use it to mimic hack squats buddy

Perfect weather for a home gym workout"
"Friday, June 28th, 2024",Missed,lifting mixed modal zone 2 work finish with anerobic work,"A 42 min emom:
min 1 8 seated db curls + 8 db side lateral raises 
min 2 5 step ups per leg + 5 burpee 
min 3 8 landmine press per arm 
min 4 gorilla row 20 reps 10 per side 
min 5 45 sec cardio choice hard effort
mine 6 45 sec cardio choice easy effort
Results: 

B Gorilla row:

Results: 

C high effort bike work to finish:
20 sec rolling start
20 sec full send!!!
2:20 walking rest! 
x 5 sets!!!
Results: 

",No comments
"Thursday, June 27th, 2024",Completed,Workout,"A vo2 max work:
Four Sets for MAX Calories of:
45 seconds of Assault Bike, Bike Erg, Rowing or Ski Erg
Rest 75 seconds
Rest 2 minutes after the fourth interval, and then repeat for a total of THREE (3) sets.
(30 minutes total for this session)
Results: 13/14/14/15 - 56
15/16/15/15 - 61
16/17/15/16 - 64
Ski Erg

B Breathing and walking:

Results: ✅

","Todd Roselle: Done in garage Thursday morning
Jud Dean: Heart health and looking lean for the win"
"Wednesday, June 26th, 2024",Completed,Rest day,,
"Tuesday, June 25th, 2024",Completed,dt intervals,"A db dt:
5 sets of 
2 rds of D.T. workout
rest 90 seconds between sets
so you do a total of 10 rds of dt
but its done as 2rds at a time making a set

1 rd of dt is 
12 deadlifts
9 hang pwr clean
6 push jerk (shoulder to overhead)
Results: Done w 40lb dbs. 

2:18
2:05
2:07
2:08
2:17

B Rear delt on floor:
5 sets of 20
rest is other arm working
Results: Doen w 5lb dbs

C Iron Cross alternating dumbbell raise:
3 sets of 20 reps
rest 60 seconds
Results: Done w 10lb dbs.

","Todd Roselle: Garage at 6:30a.
Jud Dean: Nice times I like this betttwr then barbell the shoulder likes it way more"
"Monday, June 24th, 2024",Completed,Workout,"A1 Sled Push:
1 min
Results: Was at home in garage. Did the 25 min Amrap from the other day instead. 

200 row
10 kb sw
200 run 10 dips (w toes on the floor)

7+ rounds

B1 Single leg box jump off:
10 per side
Results: ✅

C1 Banded reverse crunch:
20 reps
Results: Blue band

","Todd Roselle: Garage at 6:30a
Jud Dean: Nice morning for this love the home gym!! Makes it easy!"
"Sunday, June 23rd, 2024",Completed,Rest day,,
"Saturday, June 22nd, 2024",Completed,Workout,"A sled drag long grinder day!:
90 mins
sled drag with wt vest
every 6 mins 
stop and do 
1 min air squats
1 min push ups
Results: Did this one Sunday morning. All done by 8am. Grinder for sure. 

Sled was on level 1 resistance w a 45 and 35lb plate (I have the sled w wheels) 

Done w 20lb wt vest.

","Todd Roselle: At home around neighborhood 2x
Jud Dean: This is awesome man!!!! Way to go buddy!! Love it"
"Friday, June 21st, 2024",Completed,Workout,"A1 Landmine Row:
15 reps
Results: W 25lb plate

B1 Half kneeling landmine rotational press:
5-8 per side
Results: ✅

C 25 min amrap:
200 meter row 
10 kb swings 
200 meter run 
10 dips
Results: Hot.

","Todd Roselle: In the garage. Did on Saturday. Didn’t do on piece.
Jud Dean: Super warm this weekend my man stay cool hydrate really well buddy!!"
"Thursday, June 20th, 2024",Missed,Workout,"A 9 min bike:
every 3 mins do 8 3 way bench presss
start doing press at min 0
0
3
6
9
Results: 

B 20-16-12-8-6:
20 step ups 
16 ghd hip ext 
12 ghd sit ups 
8 cal bike
6 cal ski
4 pwr cleans 
2 MIN REST MOBILITY FOCUS 
x 45 mins
Results: 

C Reverse Lunge:

Results: 

D TRX bicep curl:

Results: 

E 3 Way Dumbbell Incline Bench Press:

Results: 

F Hip thrust dumbbell press:

Results: 

",No comments
"Wednesday, June 19th, 2024",Completed,Rest day,,
"Tuesday, June 18th, 2024",Completed,Workout,"A 21-15-9-5:
21 CAL ROW
15 PULL UPS * ODD SET EVEN SETS DO BURPEE OVER THE BOX
9 HANG POWER CLEANS 115-135 RANGE SHOULD BE QUICK! 
5 BURPEE OVER THE BOX ODD SETS EVEN SETS SWTICH WITH PULL UPS or bulgarian row or lat pull down depending on how back feels
REST 2 MINS
X 4 SETS
Results: 3:08
3:43 (BBJO)
3:22 
3:44 (BBJO)

Cleans at 115 5/4
Pull ups - tough on the forearms to hold on (it’s been a while!) 9 butterfly, 6 strict on the 15

B 5-9-15-21:
5 THRUSTERS 
9 CAL BIKE
15 HAMMER CURLS 
21 GHD SIT UPS 
REST 2 MINS
X 4 SETS 

ODD SETS GO DOWN THE LIST
EVEN SETS GO UP THE LIST!
Results: 2:37
2:27
2:25
2:25

Thruster at 95

C 10 MIN AMRAP OF:
10 BOX STEP UPS
10 PUSH UPS 
10 DB THRUSTERS 20LB DBS 

IN WT VEST! IF YOU WANT TO MAKE IT MORE TOUCH
STAY ON VEST IF ARM BACK AREA NOT 100% YET
Results: Skipped this. Felt like I had enough volume for the day. Feeling good.

","Todd Roselle: Rise at 7a
Jud Dean: Yes smart that was a lot my man love to see you rocking"
"Monday, June 17th, 2024",Completed,Workout,"A Run and core:
200 meter run
10 ghd sit ups
10 ghd hip ext
rest 1 min
x10 sets
Results: ✅ and completed warm up.

","Todd Roselle: Garage workout 7a
Jud Dean: Good morning for this!!!"
"Sunday, June 16th, 2024",Completed,Rest day,,
"Saturday, June 15th, 2024",Completed,Workout,"A Body treatment:
body treatment 
update on the shoulder and trap
goal would be to increase effort next week again on clean and pulling!
Results: Shoulder and back seem to be ok. Just being cautious and not pushing too hard

",Jud Dean: Yes stimulate only my man
"Friday, June 14th, 2024",Completed,Workout,"A wallball shots and db bench press:
20 wallball shots
10 db bench press
done every 2 mins
x 20 mins
Results: 8 rounds of 20 wb
2 rounds of 15 (at the end)

2 rounds of 10 bench w 55lb db
8 rounds of 8 bench w 55lb db

B sets of body wt focus work:
10 cal bike 
10 bar facing burpee 
30 double unders 
rest 1 min
x 30 mins
Results: Eliminated the 30du (trying not to agrivate my lower right quadrant from bouncing)
Did 10 rounds on the 2.5 min

C bike 20 mins zone 2 effort:
do iron scap 
at at min 
7 
and min 14
Results: ✅

","Todd Roselle: Friday at 7:15a in the garage
Jud Dean: Yes stay pain free if double bother avoid for sure"
